CustomerID,CompanyName,Industry,Country,State,City,EmployeeCount,AnnualRevenue,CompanySize,Website,JoinDate,SalesRepID,CustomerSuccessID,CustomerStatus,HealthScore
C000065,Nova Lloyd Technologies,Healthcare,Germany,Montana,Port Carolyntown,188,14312823.0,Small,robinson-velazquez.com,2022-06-07 06:13:34,E00196,E00187,Active,49
C000066,Dynamic Fisher Networks,Telecom,India,Hawaii,Port Michaelmouth,2283,135166502.0,Large,coleman-ward.com,2020-03-20 11:15:03,E00823,E00108,Active,74
C000067,Prime Prince Consulting,Logistics,Italy,Nebraska,Port Suzanneshire,925,50338915.0,Medium,"preston,montgomeryandwilliams.com",2025-02-14 00:49:54,E00639,E00724,Active,77
C000068,Next Mitchell Solutions,Construction,UK,Oregon,Loweville,518,41495505.0,Medium,"perez,campbellandayala.com",2023-09-16 00:53:59,E00909,E00550,Active,59
C000069,United Ibarra Enterprises,Government,UAE,Texas,Andersonburgh,21,1181178.0,Startup,hallplc.com,2019-08-20 13:50:01,E00444,E01201,Active,40
C000070,Blue Smith Systems,Hospitality,South Africa,Massachusetts,East David,2400,106911829.0,Large,,2025-08-07 06:44:14,E00638,E01057,Active,73
C000071,United Romero Labs,Construction,France,Pennsylvania,Port Tracy,178,13214274.0,Small,jamesllc.com,2020-10-03 06:02:15,E00642,E00272,Active,92
C000072,Elite Erickson Enterprises,Construction,India,Mississippi,Jonesburgh,1353,47126250.0,Large,"mathis,austinandrodriguez.com",2022-05-11 02:19:23,E00037,E01057,Active,87
C000073,Blue Velez Consulting,Telecom,UK,Connecticut,South Brianborough,154,4193889.0,Small,"myers,collinsandtanner.com",2025-01-17 14:12:21,E00237,E00559,Active,80
C000074,Next Taylor Consulting,Construction,France,Oregon,New Tracyfort,45344,2377511030.0,Enterprise,"black,powellandjoseph.com",2020-01-08 11:57:13,E01037,E01108,Active,36
C000075,PRIME CLAYTON HOLDINGS,Manufacturing,South Africa,New York,Janetfurt,34547,,Enterprise,"shepard,hopkinsandwalton.com",2025-05-20 03:05:05,E00517,E01054,Active,57
C000076,Dynamic Stephens Networks,Logistics,USA,Massachusetts,New Jason,195,10084344.0,Small,millerllc.com,2025-06-03 08:41:45,E00890,E00620,Active,50
C000077,Quantum Martin Labs,Healthcare,Netherlands,Indiana,Simpsonfurt,39,706094.0,Startup,sotoinc.com,2023-05-23 18:35:11,E01022,E00200,Active,65
C000078,Global Palmer Group,Finance,Singapore,Rhode Island,Robinsonmouth,9239,205476734.0,Enterprise,"good,reedandwilson.com",2019-04-18 09:26:31,E01270,E01166,Active,62
C000079,Next Carter Labs,Technology,Australia,Ohio,Youngmouth,27,1544797.0,Startup,shahinc.com,2018-12-19 07:27:33,E00763,E00271,Active,41
C000080,Dynamic Leon Networks,Healthcare,France,Oregon,Port James,70,2184739.0,Small,washingtonllc.com,2024-07-31 19:57:06,E00395,E00756,Active,56
C000081,Next Lopez Enterprises,Education,Netherlands,Minnesota,Tamaramouth,16,550281.0,Startup,lopez-parker.com,2018-07-26 21:19:28,E00269,E01038,Active,43
C000082,Blue Walker Labs,Energy,Brazil,Maine,Port Jill,439,12334228.0,Medium,"kramer,griffinandgoodman.com",2019-10-18 01:15:36,E00626,E01282,Active,49
C000083,Dynamic Sawyer Networks,Telecom,France,New Hampshire,North Alicialand,1922,109358164.0,Large,carrilloltd.com,2021-01-25 07:06:58,E00145,E00877,Churned,52
C000084,Global Dunlap Labs,Finance,Canada,Nebraska,Cindyville,2789,99689798.0,Large,olsongroup.com,2024-07-09 01:20:52,E00661,E00463,Active,60
C000085,United Hanson Enterprises,Healthcare,UK,Rhode Island,New Ginachester,1682,52983766.0,Large,bishopgroup.com,2020-08-19 17:51:17,E00930,E00003,Active,80
C000086,Nova Schneider Systems,Education,Saudi Arabia,Tennessee,Gillespiemouth,45,1046003.0,Startup,"martin,jacksonandboyd.com",2025-10-19 02:45:55,E00217,E00967,Active,51
C000087,Prime Edwards Holdings,Energy,Italy,Alabama,Mikeborough,167,4815662.0,Small,wade-mills.com,2023-01-28 21:59:17,E00644,E01251,Active,97
C000088,Global Hanson Systems,Retail,South Africa,Oregon,Sarahbury,102,2018443.0,Small,stanley-wilson.com,2023-09-08 00:20:06,E01285,E00738,Active,47
C000089,Elite Newman Consulting,Technology,Spain,Louisiana,Ericashire,310,20394400.0,Medium,"thornton,edwardsandmaldonado.com",2024-03-24 06:59:31,E00380,E00076,Active,77
C000090,Prime Miller Networks,Government,Brazil,Colorado,Port Natalie,2347,93753924.0,Large,torres-rose.com,2021-03-08 12:36:59,E00037,E01190,Active,60
C000091,Quantum Mckay Systems,Hospitality,Spain,Michigan,Fosterfort,33,2410089.0,Startup,griffin-johnson.com,2024-09-13 23:06:38,E00657,E00386,Active,94
C000092,Future Hill Group,Telecom,UAE,North Dakota,Romeroberg,18,414861.0,Startup,lee-woods.com,2020-07-30 04:54:59,E00584,E00764,Active,68
C000093,Blue Barry Networks,Retail,South Africa,Missouri,Murphyside,167,6233018.0,Small,"fuller,garciaandfreeman.com",2021-11-10 19:11:33,E00644,E00801,Active,41
C000094,Nova Johnson Enterprises,Construction,Malaysia,Iowa,Emmafurt,18863,1160340058.0,Enterprise,peterson-washington.com,2025-10-17 09:59:12,E00642,E00071,Active,83
C000095,Elite Boyd Systems,Technology,Japan,Connecticut,Waltersborough,975,61872597.0,Medium,"patrick,brownandmartinez.com",2018-01-15 21:12:04,E01326,E01300,Active,86
C000096,Global Harding Enterprises,Construction,India,Oregon,Josephfurt,5,181507.0,Startup,yangllc.com,2018-04-12 17:57:39,E00493,E00967,Churned,48
C000097,Dynamic Baxter Industries,Education,France,Mississippi,East Steve,37,158792.0,Startup,murphyinc.com,2025-03-07 12:25:53,E01326,E01151,Active,91
C000098,Nova Goodwin Enterprises,Finance,UAE,Oregon,Hughesland,7,458387.0,Startup,"johnson,stewartandcook.com",2019-09-24 05:01:39,E00111,E00390,Active,89
C000099,Next Williams Enterprises,Education,Singapore,Arkansas,Smithfort,89,4528041.0,Small,richardsltd.com,2022-09-24 19:18:38,E00740,E00390,Inactive,59
C000100,Elite Wolf Industries,Telecom,Germany,Kansas,New Patriciaton,712,19985256.0,Medium,robertsllc.com,2023-05-19 05:05:24,E00331,E00390,Active,36
C000101,Dynamic Smith Solutions,Retail,Brazil,Michigan,East Kevinborough,2571,70746069.0,Large,palmergroup.com,2018-04-12 03:35:50,E00024,E01305,Active,96
C000102,Next Wells Systems,Logistics,USA,New York,Douglaschester,786,,Medium,collinsllc.com,2025-10-11 10:01:53,E00282,E01164,Active,77
C000103,Nova Mitchell Networks,Government,South Africa,Wyoming,Collinsville,2991,233644119.0,Large,jonesgroup.com,2020-07-02 13:14:42,E00065,E01177,Active,62
C000104,United Terry Systems,Logistics,Singapore,Vermont,North Wesley,157,5797715.0,Small,lambertinc.com,2023-05-20 04:47:43,E00910,E01066,Active,63
C000105,Elite Rivas Holdings,Healthcare,South Africa,Pennsylvania,Danielberg,41,2350741.0,Startup,"contreras,kingandkent.com",2019-06-13 15:54:31,E00237,E00738,Active,89
C000106,Dynamic Berry Group,Government,Canada,Arkansas,Lake Dianeview,48,4068315.0,Startup,torres-lewis.com,2022-02-07 00:55:40,E00584,E00720,Active,71
C000107,Prime Jones Networks,Healthcare,India,Nebraska,North Margaret,112,1207198.0,Small,vasquezllc.com,2025-04-02 23:42:31,E00083,E01245,Active,61
C000108,Global Bonilla Group,Telecom,Italy,Idaho,New Stephanieshire,60,1926446.0,Small,smithllc.com,2018-07-27 10:01:47,E00691,E00531,Active,90
C000109,Prime Johnson Technologies,Telecom,Pakistan,Texas,Powersside,778,8915964.0,Medium,austin-hill.com,2024-05-06 13:07:45,E00763,E01243,Active,42
C000110,Nova Beck Technologies,Logistics,Italy,Hawaii,Flynnmouth,117,4900358.0,Small,"rodriguez,cohenandevans.com",2020-07-08 19:21:32,E01037,E00924,Active,68
C000111,Blue Rodriguez Technologies,Finance,Japan,Louisiana,New Lauren,175,2252208.0,Small,bellgroup.com,2020-03-05 07:45:59,E00443,E00071,Active,76
C000112,Dynamic Webster Industries,Technology,Italy,Oklahoma,Shannonhaven,385,28522849.0,Medium,lopezgroup.com,2024-09-07 22:03:07,E00320,E00631,Active,40
C000113,Future York Group,Retail,UK,Wisconsin,Port Jilltown,85,1638434.0,Small,"nelson,cummingsanddavis.com",2022-03-24 05:00:46,E00411,E00711,Churned,82
C000114,Quantum Parks Industries,Manufacturing,Canada,California,Port Aaronstad,26,1637062.0,Startup,jones-henry.com,2020-09-27 05:15:25,E00703,E00681,Active,83
C000115,Next Paul Technologies,Government,Netherlands,Kansas,North Jose,98,3422093.0,Small,smithinc.com,2022-03-28 09:44:18,E01129,E00068,Active,96
C000116,Blue Thomas Industries,Healthcare,South Africa,Oregon,Timothyshire,97,1487767.0,Small,rodriguez-brooks.com,2023-11-07 03:41:44,E00411,E00445,Active,38
C000117,United Boyd Networks,Construction,Singapore,Utah,Briggsborough,37,2745352.0,Startup,"garcia,kruegerandberger.com",2019-09-08 15:12:05,E00060,E01242,Churned,78
C000118,Global Harrell Consulting,Government,Netherlands,Florida,,514,15259935.0,Medium,collinsllc.com,2021-09-06 08:21:06,E01009,E01042,Active,61
C000119,Quantum Williams Industries,Finance,Saudi Arabia,Pennsylvania,Toddtown,659,41175389.0,Medium,ramirezltd.com,2020-11-26 18:29:32,E00330,E01328,Active,70
C000120,Global Bailey Labs,Logistics,India,Wisconsin,Mitchellberg,803,42398311.0,Medium,"howard,patelandlopez.com",2025-10-06 05:19:23,E00023,E01166,Active,95
C000121,Future Stevenson Enterprises,Logistics,Japan,Texas,West Barry,11,930832.0,Startup,mathews-reyes.com,2025-02-16 01:06:09,E00965,E00801,Churned,68
C000122,Elite Campbell Technologies,Finance,Australia,Kentucky,East Courtneybury,814,13528522.0,Medium,sosagroup.com,2025-08-07 04:55:32,E01347,E00628,Active,74
C000123,Next Baxter Consulting,Finance,Canada,Idaho,East Laurenborough,25061,632306614.0,Enterprise,larsongroup.com,2020-10-31 22:17:33,E01174,E01214,Active,81
C000124,Global Zimmerman Systems,Technology,Netherlands,Wyoming,Lake Lisa,68,546966.0,Small,"miller,meltonandwilliams.com",2022-09-10 19:30:05,E00405,E01177,Active,36
C000125,Future Douglas Labs,Education,Spain,West Virginia,West Ashleymouth,992,24615874.0,Medium,allen-meyer.com,2019-08-16 05:01:13,E01069,E01151,Active,56
C000126,Nova Pearson Holdings,Finance,Pakistan,North Dakota,East Stephanie,121,7715700.0,Small,reyesplc.com,2019-08-13 18:50:14,E00060,E00504,Active,78
C000127,Quantum Mclaughlin Labs,Retail,Netherlands,New Mexico,South Andrewshire,578,30578156.0,Medium,moreno-mathews.com,2020-03-13 09:50:37,E01070,E00518,Churned,85
C000128,Prime Perkins Group,Hospitality,USA,Florida,Moorestad,1073,74723976.0,Large,"jackson,gonzalezandmcclure.com",2024-05-21 03:01:04,E00488,E00612,Churned,55
C000129,Prime Rios Networks,Manufacturing,India,New York,Katherineton,91,5775715.0,Small,"munoz,bryantandsmith.com",2023-07-01 02:36:06,E00735,E00775,Active,56
C000130,Future Gould Solutions,Telecom,Singapore,Nebraska,Aprilshire,168,5447743.0,Small,cummings-cruz.com,2018-07-05 10:55:28,E01189,E00561,Active,50
C000131,Blue Rhodes Labs,Construction,South Africa,Massachusetts,,19,1430128.0,Startup,peterson-young.com,2024-12-28 05:01:01,E00703,E01124,Inactive,72
C000132,Nova Smith Solutions,Finance,Saudi Arabia,California,Allenborough,193,8589996.0,Small,"smith,powersandgreen.com",2022-04-30 11:07:31,E00123,E01166,Active,38
C000133,Dynamic Mcgee Networks,Government,Australia,Vermont,Petersonfurt,196,11018403.0,Small,"cummings,craigandmendez.com",2021-03-11 08:59:30,E00393,E00010,Inactive,35
C000134,Next Mendez Technologies,Manufacturing,Saudi Arabia,Delaware,West Mariahside,115,1390186.0,Small,"miller,palmerandhall.com",2018-01-24 06:13:22,E00667,E00649,Active,96
C000135,United Mcgee Holdings,Finance,Japan,West Virginia,Laneville,95,4513762.0,Small,johnsongroup.com,2020-08-13 02:29:43,E00754,E01214,Active,44
C000136,Prime Stokes Enterprises,Education,Italy,Maryland,New Brett,133,9399300.0,Small,"holloway,allenandvang.com",2021-09-03 14:33:04,E00444,E00821,Active,58
C000137,Quantum Johnson Labs,Government,UK,Arizona,Wandaside,52,482137.0,Small,white-clark.com,2018-07-20 14:28:09,E00085,E00728,Active,55
C000138,Dynamic Evans Enterprises,Logistics,USA,Hawaii,New Henry,746,33171836.0,Medium,walker-simmons.com,2024-01-19 08:46:50,E01043,E00504,Churned,64
C000139,Dynamic Thomas Enterprises,Energy,France,Arizona,East Michaelville,933,50927426.0,Medium,brown-guerra.com,2018-12-24 15:59:57,E00270,E00518,Churned,49
C000140,Global Davis Enterprises,Education,Saudi Arabia,Alaska,Garciafurt,3745,57996753.0,Large,rangelgroup.com,2025-11-14 03:41:42,E01022,E00724,Active,40
C000141,Elite Farrell Solutions,Construction,USA,West Virginia,Tracymouth,42,639699.0,Startup,riverainc.com,2022-11-25 18:42:26,E00993,E00760,Inactive,80
C000142,Next Arias Holdings,Education,Singapore,New York,Heatherburgh,4857,175804765.0,Large,marshall-kelly.com,2022-11-16 03:04:30,E00167,E01111,Active,71
C000143,Elite Murphy Systems,Energy,India,Tennessee,New Alexandra,468,12415842.0,Medium,bridges-martin.com,2021-04-01 22:05:06,E00917,E01310,Active,75
C000144,Prime Jones Labs,Hospitality,Italy,Wisconsin,Piercemouth,685,52784260.0,Medium,"bartlett,greenandharris.com",2020-05-02 15:03:21,E00639,E00077,Inactive,71
C000145,Prime Martin Holdings,Telecom,Italy,Vermont,North Rickyshire,1144,89422452.0,Large,callahan-ali.com,2024-11-08 17:14:08,E00638,E00628,Active,69
C000146,Nova Carlson Networks,Retail,Japan,Illinois,New Emily,46,1109288.0,Startup,"mcdonald,leeandtorres.com",2021-11-25 06:07:08,E00608,E00068,Active,99
C000147,Elite Reid Technologies,Government,UK,Delaware,East Tara,3577,95824185.0,Large,davis-rhodes.com,2025-07-02 22:05:19,E00872,E00386,Active,53
C000148,Blue Lane Consulting,Finance,South Africa,South Dakota,Garciashire,15,593285.0,Startup,pacheco-matthews.com,2018-07-25 08:33:42,E00908,E01243,Active,95
C000149,Dynamic Benson Systems,Unknown,France,Alaska,South Henrychester,901,38642400.0,Medium,thomas-brown.com,2019-04-17 09:02:16,E00762,E00127,Active,53
C000150,Next Herman Networks,Telecom,Netherlands,Missouri,Jonesberg,42,3426928.0,Startup,holloway-espinoza.com,2020-07-08 21:30:24,E01056,E01063,Active,59
C000151,Nova Cox Enterprises,Manufacturing,USA,Texas,Paulfurt,20,1062251.0,Startup,"hoffman,mannandmoore.com",2024-05-07 12:14:57,E00909,E00121,Active,47
C000152,Next King Group,Construction,Saudi Arabia,Mississippi,Adkinsfort,23,469580.0,Startup,khan-haynes.com,2023-10-11 04:18:01,E00658,E00572,Active,62
C000153,Elite Powers Group,Technology,Italy,Hawaii,,39501,549200075.0,Enterprise,greenltd.com,2022-03-11 05:37:33,E00136,E00628,Active,76
C000154,Blue Alexander Group,Finance,South Africa,Missouri,Laurenhaven,671,47356943.0,Medium,wilsongroup.com,2020-04-04 08:12:15,E00226,E01199,Active,79
C000155,Next Fernandez Group,Telecom,France,New Mexico,East Wesleyberg,83,4274446.0,Small,davis-jones.com,2023-05-09 17:31:27,E00023,E00305,Inactive,75
C000156,Elite Diaz Holdings,Construction,UAE,New York,Brandonberg,49,4283736.0,Startup,"bond,haynesandhamilton.com",2025-10-11 10:48:17,E00331,E00463,Active,71
C000157,Nova Whitehead Enterprises,Construction,Japan,Montana,North Christophershire,49397,888399493.0,Enterprise,collins-williams.com,2018-10-16 15:58:40,E00310,E00990,Active,71
C000158,Next Vargas Group,Construction,Saudi Arabia,New Jersey,East Jessica,11,236620.0,Startup,"spence,mooreandward.com",2020-03-01 01:10:56,E00294,E01099,Active,79
C000159,Nova Richard Technologies,Government,France,Nevada,East Rachelfurt,131,6859302.0,Small,mcclure-thompson.com,2025-08-21 20:15:23,E00570,E00399,Active,39
C000160,Future Nelson Consulting,Healthcare,Australia,Kansas,Port Carmenville,4474,271399587.0,Large,williamsandsons.com,2019-02-20 06:33:22,E01100,E00891,Active,71
C000161,Dynamic Anderson Labs,Technology,UAE,Oregon,Tommyfurt,819,38136678.0,Medium,"goodwin,andrewsandwhite.com",2025-09-09 13:52:06,E00324,E00076,Active,75
C000162,Future Watson Solutions,Education,UK,Delaware,Ericville,707,7409881.0,Medium,meyerandsons.com,2023-06-03 03:51:26,E00584,E01305,Active,43
C000163,Prime Gaines Technologies,Finance,South Africa,New Jersey,South Maxwell,94,5240175.0,Small,rosales-lynch.com,2020-02-04 09:49:54,E00638,E01273,Active,89
